Organic ID,OrderTypes ID,PieType ID,PieFlavor ID,Order Date,Day of Week,Quantity,Cost,Revenue
1,1,0,0,30 April 2021,Friday,2,$5.00,$10
1,0,1,0,30 April 2021,Friday,5,$100.00,$500
1,1,1,0,06 March 2020,Friday,4,$80.00,$320
1,0,1,0,26 November 2021,Friday,1,$20.00,$20
1,0,1,0,27 March 2020,Friday,2,$40.00,$80
1,0,0,0,27 March 2020,Friday,5,$12.50,$62.5
1,1,0,0,27 March 2020,Friday,3,$7.50,$22.5
1,0,1,0,27 March 2020,Friday,5,$100.00,$500
1,0,1,0,12 February 2021,Friday,3,$60.00,$180
1,0,0,0,14 June 2019,Friday,5,$12.50,$62.5
1,1,0,0,14 June 2019,Friday,3,$7.50,$22.5
1,0,1,0,14 June 2019,Friday,1,$20.00,$20
1,1,0,0,14 June 2019,Friday,5,$12.50,$62.5
1,1,0,0,13 August 2021,Friday,2,$5.00,$10
1,1,0,0,13 August 2021,Friday,5,$12.50,$62.5
1,1,1,0,13 August 2021,Friday,5,$100.00,$500
1,0,0,0,03 July 2020,Friday,5,$12.50,$62.5
1,0,0,0,03 July 2020,Friday,1,$2.50,$2.5
1,1,0,0,03 July 2020,Friday,3,$7.50,$22.5
1,1,1,0,03 July 2020,Friday,2,$40.00,$80
1,1,1,0,03 July 2020,Friday,1,$20.00,$20
1,0,0,0,03 July 2020,Friday,3,$7.50,$22.5
1,0,0,0,03 July 2020,Friday,3,$7.50,$22.5
1,1,1,0,03 July 2020,Friday,1,$20.00,$20
1,0,0,0,26 June 2020,Friday,3,$7.50,$22.5
1,1,1,0,10 April 2020,Friday,1,$20.00,$20
1,1,1,0,10 April 2020,Friday,2,$40.00,$80
1,0,0,0,14 August 2020,Friday,3,$7.50,$22.5
1,1,1,0,26 March 2021,Friday,5,$100.00,$500
1,0,1,0,26 March 2021,Friday,4,$80.00,$320
1,1,0,0,26 March 2021,Friday,1,$2.50,$2.5
1,1,1,0,26 March 2021,Friday,4,$80.00,$320
1,1,0,0,26 March 2021,Friday,4,$10.00,$40
1,1,1,0,26 March 2021,Friday,3,$60.00,$180
1,0,1,0,26 March 2021,Friday,3,$60.00,$180
1,1,0,0,26 March 2021,Friday,4,$10.00,$40
1,0,1,0,26 March 2021,Friday,4,$80.00,$320
1,0,1,0,26 March 2021,Friday,1,$20.00,$20
1,0,0,0,26 March 2021,Friday,5,$12.50,$62.5
1,1,1,0,26 March 2021,Friday,2,$40.00,$80
1,0,0,0,26 March 2021,Friday,5,$12.50,$62.5
1,0,1,0,26 March 2021,Friday,5,$100.00,$500
1,0,0,0,26 March 2021,Friday,4,$10.00,$40
1,1,0,0,23 July 2021,Friday,1,$2.50,$2.5
1,1,1,0,23 July 2021,Friday,5,$100.00,$500
1,1,1,0,23 July 2021,Friday,5,$100.00,$500
1,0,0,0,24 July 2020,Friday,3,$7.50,$22.5
1,0,1,0,24 July 2020,Friday,2,$40.00,$80
1,1,0,0,24 July 2020,Friday,2,$5.00,$10
1,0,1,0,24 July 2020,Friday,1,$20.00,$20
1,1,1,0,20 November 2021,Friday,5,$100.00,$500
1,0,1,0,09 April 2021,Friday,5,$100.00,$500
1,0,1,0,09 April 2021,Friday,1,$20.00,$20
1,0,1,0,09 April 2021,Friday,1,$20.00,$20
1,1,1,0,09 April 2021,Friday,3,$60.00,$180
1,0,0,0,09 April 2021,Friday,2,$5.00,$10
1,0,0,0,09 April 2021,Friday,2,$5.00,$10
1,0,1,0,09 April 2021,Friday,3,$60.00,$180
1,1,0,0,09 April 2021,Friday,4,$10.00,$40
1,1,1,0,09 April 2021,Friday,5,$100.00,$500
1,0,1,0,19 March 2021,Friday,3,$60.00,$180
1,0,0,0,19 March 2021,Friday,5,$12.50,$62.5
1,1,0,0,19 March 2021,Friday,5,$12.50,$62.5
1,1,1,0,13 November 2021,Friday,5,$100.00,$500
1,1,0,0,13 November 2021,Friday,3,$7.50,$22.5
1,1,1,0,13 November 2021,Friday,4,$80.00,$320
1,1,1,0,06 August 2021,Friday,3,$60.00,$180
1,0,1,0,06 August 2021,Friday,1,$20.00,$20
1,1,1,0,19 December 2019,Thursday,3,$60.00,$180
1,0,0,0,19 December 2019,Thursday,5,$12.50,$62.5
1,0,1,0,01 July 2021,Thursday,5,$100.00,$500
1,1,0,0,01 July 2021,Thursday,5,$12.50,$62.5
1,1,1,0,24 December 2020,Thursday,4,$80.00,$320
1,0,1,0,12 August 2021,Thursday,2,$40.00,$80
1,1,0,0,12 August 2021,Thursday,2,$5.00,$10
1,1,1,0,12 August 2021,Thursday,3,$60.00,$180
1,1,1,0,23 July 2020,Thursday,1,$20.00,$20
1,1,1,0,23 July 2020,Thursday,4,$80.00,$320
1,1,1,0,24 December 2020,Thursday,2,$40.00,$80
1,1,1,0,24 December 2020,Thursday,1,$20.00,$20
1,1,0,0,24 December 2020,Thursday,5,$12.50,$62.5
1,1,1,0,24 December 2020,Thursday,3,$60.00,$180
1,1,0,0,24 December 2020,Thursday,3,$7.50,$22.5
1,1,1,0,24 December 2020,Thursday,2,$40.00,$80
1,0,0,0,24 December 2020,Thursday,1,$2.50,$2.5
1,1,1,0,24 December 2020,Thursday,3,$60.00,$180
1,0,0,0,12 March 2020,Thursday,5,$12.50,$62.5
1,1,1,0,07 May 2020,Thursday,3,$60.00,$180
1,0,1,0,07 May 2020,Thursday,5,$100.00,$500
1,1,1,0,07 May 2020,Thursday,5,$100.00,$500
1,1,1,0,07 May 2020,Thursday,2,$40.00,$80
1,0,0,0,07 May 2020,Thursday,1,$2.50,$2.5
1,1,0,0,08 October 2020,Thursday,3,$7.50,$22.5
1,1,0,0,08 October 2020,Thursday,5,$12.50,$62.5
1,1,1,0,08 October 2020,Thursday,2,$40.00,$80
1,1,0,0,22 July 2021,Thursday,2,$5.00,$10
1,0,0,0,30 April 2020,Thursday,3,$7.50,$22.5
1,1,1,0,30 April 2020,Thursday,4,$80.00,$320
1,1,0,0,30 April 2020,Thursday,4,$10.00,$40
1,0,1,0,30 April 2020,Thursday,5,$100.00,$500
1,0,1,0,29 April 2021,Thursday,1,$20.00,$20
1,0,0,0,29 April 2021,Thursday,3,$7.50,$22.5
1,0,0,0,19 September 2019,Thursday,4,$10.00,$40
1,0,1,0,10 December 2020,Thursday,2,$40.00,$80
1,1,1,0,04 July 2019,Thursday,2,$40.00,$80
1,0,0,0,04 July 2019,Thursday,1,$2.50,$2.5
1,1,1,0,11 March 2021,Thursday,2,$40.00,$80
1,1,0,0,11 March 2021,Thursday,1,$2.50,$2.5
1,1,0,0,29 July 2021,Thursday,1,$2.50,$2.5
1,1,0,0,17 June 2021,Thursday,1,$2.50,$2.5
1,1,0,0,17 June 2021,Thursday,2,$5.00,$10
1,1,1,0,13 August 2020,Thursday,3,$60.00,$180
1,1,0,0,13 August 2020,Thursday,5,$12.50,$62.5
1,0,1,0,11 February 2021,Thursday,2,$40.00,$80
1,0,0,0,11 February 2021,Thursday,2,$5.00,$10
1,0,0,0,11 February 2021,Thursday,5,$12.50,$62.5
1,0,0,0,11 February 2021,Thursday,4,$10.00,$40
1,0,1,0,25 November 2021,Thursday,5,$100.00,$500
1,0,0,0,31 October 2019,Thursday,1,$2.50,$2.5
1,1,1,0,31 October 2019,Thursday,3,$60.00,$180
1,1,0,0,31 October 2019,Thursday,4,$10.00,$40
1,1,1,0,31 October 2019,Thursday,5,$100.00,$500
1,1,1,0,31 October 2019,Thursday,5,$100.00,$500
1,0,0,0,31 October 2019,Thursday,4,$10.00,$40
1,1,0,0,31 October 2019,Thursday,2,$5.00,$10
1,0,0,0,31 October 2019,Thursday,1,$2.50,$2.5
1,0,1,0,31 October 2019,Thursday,5,$100.00,$500
1,0,1,0,18 February 2021,Thursday,5,$100.00,$500
1,0,0,0,18 February 2021,Thursday,2,$5.00,$10
1,1,1,0,02 September 2021,Thursday,5,$100.00,$500
1,0,0,0,02 September 2021,Thursday,5,$12.50,$62.5
1,1,0,0,02 September 2021,Thursday,3,$7.50,$22.5
1,0,0,0,02 September 2021,Thursday,4,$10.00,$40
1,0,0,0,24 October 2019,Thursday,3,$7.50,$22.5
1,0,0,0,24 October 2019,Thursday,5,$12.50,$62.5
1,1,0,0,22 April 2021,Thursday,4,$10.00,$40
1,0,1,0,24 October 2019,Thursday,4,$80.00,$320
1,0,1,0,24 October 2019,Thursday,5,$100.00,$500
1,1,1,0,24 October 2019,Thursday,5,$100.00,$500
1,1,1,0,24 October 2019,Thursday,4,$80.00,$320
1,0,1,0,24 October 2019,Thursday,2,$40.00,$80
1,0,1,0,24 October 2019,Thursday,1,$20.00,$20
1,0,0,0,24 October 2019,Thursday,1,$2.50,$2.5
1,1,1,0,24 October 2019,Thursday,4,$80.00,$320
1,1,1,0,24 October 2019,Thursday,4,$80.00,$320
1,0,0,0,24 October 2019,Thursday,5,$12.50,$62.5
1,0,1,0,24 October 2019,Thursday,2,$40.00,$80
1,1,0,0,29 August 2019,Thursday,5,$12.50,$62.5
1,1,1,0,05 December 2019,Thursday,5,$100.00,$500
1,0,0,0,05 December 2019,Thursday,4,$10.00,$40
1,1,1,0,16 April 2020,Thursday,5,$100.00,$500
1,0,0,0,16 April 2020,Thursday,4,$10.00,$40
1,1,1,0,16 April 2020,Thursday,5,$100.00,$500
1,1,1,0,16 April 2020,Thursday,2,$40.00,$80
1,1,1,0,16 April 2020,Thursday,4,$80.00,$320
1,1,1,0,16 April 2020,Thursday,2,$40.00,$80
1,0,1,0,16 April 2020,Thursday,1,$20.00,$20
1,1,1,0,16 April 2020,Thursday,1,$20.00,$20
1,1,0,0,16 April 2020,Thursday,5,$12.50,$62.5
1,1,0,0,16 April 2020,Thursday,5,$12.50,$62.5
1,0,0,0,16 April 2020,Thursday,2,$5.00,$10
1,1,1,0,24 June 2021,Thursday,1,$20.00,$20
1,1,1,0,26 August 2021,Thursday,5,$100.00,$500
1,1,0,0,26 August 2021,Thursday,1,$2.50,$2.5
1,1,0,0,26 August 2021,Thursday,2,$5.00,$10
1,0,1,0,26 August 2021,Thursday,1,$20.00,$20
1,1,0,0,26 November 2020,Thursday,4,$10.00,$40
1,0,0,0,26 November 2020,Thursday,1,$2.50,$2.5
1,1,1,0,26 November 2020,Thursday,4,$80.00,$320
1,0,1,0,22 April 2021,Thursday,5,$100.00,$500
1,1,0,0,22 April 2021,Thursday,1,$2.50,$2.5
1,1,0,0,22 April 2021,Thursday,2,$5.00,$10
1,1,1,0,22 April 2021,Thursday,5,$100.00,$500
1,0,1,0,22 April 2021,Thursday,5,$100.00,$500
1,0,0,0,22 April 2021,Thursday,4,$10.00,$40
1,1,1,0,22 April 2021,Thursday,4,$80.00,$320
1,1,1,0,22 April 2021,Thursday,2,$40.00,$80
1,0,1,0,22 April 2021,Thursday,5,$100.00,$500
1,0,0,0,22 April 2021,Thursday,2,$5.00,$10
1,1,0,0,22 April 2021,Thursday,1,$2.50,$2.5
1,0,0,0,04 February 2021,Thursday,2,$5.00,$10
1,0,1,0,04 February 2021,Thursday,2,$40.00,$80
1,1,0,0,04 February 2021,Thursday,5,$12.50,$62.5
1,0,0,0,04 February 2021,Thursday,5,$12.50,$62.5
1,0,1,0,04 February 2021,Thursday,2,$40.00,$80
1,1,1,0,04 February 2021,Thursday,1,$20.00,$20
1,1,1,0,22 May 2021,Saturday,3,$60.00,$180
1,1,1,0,22 May 2021,Saturday,4,$80.00,$320
1,0,0,0,22 May 2021,Saturday,1,$2.50,$2.5
1,1,1,0,07 December 2019,Saturday,1,$20.00,$20
1,0,1,0,09 November 2019,Saturday,2,$40.00,$80
1,1,0,0,09 November 2019,Saturday,3,$7.50,$22.5
1,1,1,0,30 November 2019,Saturday,5,$100.00,$500
1,1,0,0,30 November 2019,Saturday,1,$2.50,$2.5
1,1,0,0,30 November 2019,Saturday,5,$12.50,$62.5
1,0,1,0,15 May 2021,Saturday,2,$40.00,$80
1,1,0,0,15 May 2021,Saturday,4,$10.00,$40
1,0,0,0,05 September 2020,Saturday,2,$5.00,$10
1,1,0,0,05 September 2020,Saturday,2,$5.00,$10
1,1,1,0,23 January 2021,Saturday,4,$80.00,$320
1,0,1,0,23 January 2021,Saturday,1,$20.00,$20
1,0,1,0,22 February 2020,Saturday,3,$60.00,$180
1,0,0,0,22 February 2020,Saturday,4,$10.00,$40
1,1,1,0,22 February 2020,Saturday,2,$40.00,$80
1,1,1,0,07 November 2020,Saturday,5,$100.00,$500
1,0,1,0,07 November 2020,Saturday,4,$80.00,$320
1,1,0,0,19 December 2020,Saturday,1,$2.50,$2.5
1,0,1,0,17 April 2021,Saturday,4,$80.00,$320
1,1,1,0,17 April 2021,Saturday,3,$60.00,$180
1,0,1,0,17 April 2021,Saturday,5,$100.00,$500
1,0,0,0,17 April 2021,Saturday,5,$12.50,$62.5
1,0,1,0,26 December 2020,Saturday,3,$60.00,$180
1,1,0,0,26 December 2020,Saturday,5,$12.50,$62.5
1,0,0,0,03 April 2021,Saturday,1,$2.50,$2.5
1,0,0,0,03 April 2021,Saturday,4,$10.00,$40
1,1,1,0,11 April 2020,Saturday,1,$20.00,$20
1,0,0,0,11 April 2020,Saturday,2,$5.00,$10
1,1,0,0,10 April 2021,Saturday,3,$7.50,$22.5
1,0,0,0,13 February 2021,Saturday,1,$2.50,$2.5
1,1,1,0,09 October 2021,Saturday,5,$100.00,$500
1,1,0,0,09 October 2021,Saturday,4,$10.00,$40
1,1,1,0,09 October 2021,Saturday,4,$80.00,$320
1,0,0,0,09 October 2021,Saturday,4,$10.00,$40
1,1,0,0,09 October 2021,Saturday,2,$5.00,$10
1,1,1,0,09 October 2021,Saturday,4,$80.00,$320
1,0,0,0,10 October 2020,Saturday,5,$12.50,$62.5
1,1,1,0,10 October 2020,Saturday,4,$80.00,$320
1,0,1,0,10 October 2020,Saturday,4,$80.00,$320
1,1,1,0,10 October 2020,Saturday,3,$60.00,$180
1,1,0,0,10 October 2020,Saturday,3,$7.50,$22.5
1,1,0,0,06 November 2021,Saturday,3,$7.50,$22.5
1,0,1,0,06 June 2020,Saturday,3,$60.00,$180
1,0,1,0,06 June 2020,Saturday,4,$80.00,$320
1,0,1,0,15 June 2019,Saturday,1,$20.00,$20
1,1,0,0,15 June 2019,Saturday,1,$2.50,$2.5
1,0,1,0,10 April 2021,Saturday,2,$40.00,$80
1,0,1,0,27 March 2021,Saturday,2,$40.00,$80
1,0,1,0,10 April 2021,Saturday,4,$80.00,$320
1,1,0,0,25 April 2020,Saturday,3,$7.50,$22.5
1,1,1,0,25 April 2020,Saturday,1,$20.00,$20
1,0,0,0,25 April 2020,Saturday,2,$5.00,$10
1,0,0,0,25 April 2020,Saturday,4,$10.00,$40
1,0,1,0,25 April 2020,Saturday,2,$40.00,$80
1,0,0,0,25 April 2020,Saturday,2,$5.00,$10
1,0,0,0,25 April 2020,Saturday,2,$5.00,$10
1,1,0,0,25 April 2020,Saturday,1,$2.50,$2.5
1,1,1,0,25 April 2020,Saturday,2,$40.00,$80
1,0,0,0,05 December 2020,Saturday,2,$5.00,$10
1,1,1,0,20 March 2021,Saturday,4,$80.00,$320
1,1,1,0,20 March 2021,Saturday,3,$60.00,$180
1,1,0,0,04 September 2021,Saturday,3,$7.50,$22.5
1,1,1,0,04 September 2021,Saturday,3,$60.00,$180
1,0,1,0,04 September 2021,Saturday,4,$80.00,$320
1,0,1,0,25 September 2021,Saturday,2,$40.00,$80
1,0,0,0,25 September 2021,Saturday,4,$10.00,$40
1,1,1,0,25 September 2021,Saturday,5,$100.00,$500
1,0,0,0,15 February 2020,Saturday,3,$7.50,$22.5
1,1,0,0,15 February 2020,Saturday,3,$7.50,$22.5
1,0,1,0,15 February 2020,Saturday,5,$100.00,$500
1,0,1,0,15 February 2020,Saturday,2,$40.00,$80
1,1,0,0,15 February 2020,Saturday,4,$10.00,$40
1,0,1,0,15 February 2020,Saturday,2,$40.00,$80
1,1,0,0,15 February 2020,Saturday,5,$12.50,$62.5
1,0,0,0,15 February 2020,Saturday,2,$5.00,$10
1,1,0,0,15 February 2020,Saturday,3,$7.50,$22.5
1,1,1,0,15 February 2020,Saturday,3,$60.00,$180
1,0,1,0,15 February 2020,Saturday,1,$20.00,$20
1,1,1,0,18 April 2020,Saturday,2,$40.00,$80
1,0,1,0,18 April 2020,Saturday,1,$20.00,$20
1,1,0,0,18 April 2020,Saturday,5,$12.50,$62.5
1,1,0,0,11 January 2020,Saturday,1,$2.50,$2.5
1,0,0,0,11 January 2020,Saturday,5,$12.50,$62.5
1,1,0,0,11 January 2020,Saturday,3,$7.50,$22.5
1,0,0,0,23 January 2021,Saturday,1,$2.50,$2.5
1,1,0,0,15 May 2021,Saturday,5,$12.50,$62.5
1,0,0,0,15 May 2021,Saturday,5,$12.50,$62.5
1,1,1,0,15 May 2021,Saturday,3,$60.00,$180
1,0,0,0,15 May 2021,Saturday,4,$10.00,$40
1,0,0,0,07 August 2021,Saturday,1,$2.50,$2.5
1,0,1,0,07 August 2021,Saturday,2,$40.00,$80
1,1,0,0,06 February 2021,Saturday,4,$10.00,$40
1,0,0,0,06 February 2021,Saturday,4,$10.00,$40
1,1,1,0,06 February 2021,Saturday,5,$100.00,$500
1,0,1,0,06 February 2021,Saturday,5,$100.00,$500
1,1,0,0,18 April 2020,Saturday,1,$2.50,$2.5
1,0,1,0,09 May 2020,Saturday,5,$100.00,$500
1,0,0,0,09 May 2020,Saturday,3,$7.50,$22.5
1,0,1,0,09 May 2020,Saturday,5,$100.00,$500
1,1,1,0,09 May 2020,Saturday,5,$100.00,$500
1,1,0,0,09 May 2020,Saturday,3,$7.50,$22.5
1,0,1,0,09 May 2020,Saturday,1,$20.00,$20
1,0,1,0,18 November 2020,Wednesday,4,$80.00,$320
1,0,1,0,18 November 2021,Wednesday,5,$100.00,$500
1,0,1,0,18 November 2021,Wednesday,1,$20.00,$20
1,0,1,0,18 November 2021,Wednesday,3,$60.00,$180
1,1,0,0,14 October 2020,Wednesday,4,$10.00,$40
1,1,1,0,14 October 2020,Wednesday,4,$80.00,$320
1,0,1,0,23 October 2019,Wednesday,2,$40.00,$80
1,0,0,0,23 October 2019,Wednesday,1,$2.50,$2.5
1,0,1,0,14 April 2021,Wednesday,1,$20.00,$20
1,1,0,0,14 April 2021,Wednesday,2,$5.00,$10
1,1,1,0,14 April 2021,Wednesday,1,$20.00,$20
1,1,0,0,04 December 2019,Wednesday,1,$2.50,$2.5
1,0,0,0,04 August 2021,Wednesday,2,$5.00,$10
1,0,0,0,04 August 2021,Wednesday,4,$10.00,$40
1,1,1,0,03 November 2021,Wednesday,2,$40.00,$80
1,0,1,0,04 November 2020,Wednesday,2,$40.00,$80
1,1,1,0,04 November 2020,Wednesday,4,$80.00,$320
1,0,0,0,04 November 2020,Wednesday,1,$2.50,$2.5
1,1,1,0,16 September 2020,Wednesday,1,$20.00,$20
1,1,1,0,16 September 2020,Wednesday,2,$40.00,$80
1,1,0,0,20 October 2021,Wednesday,1,$2.50,$2.5
1,0,1,0,20 October 2021,Wednesday,4,$80.00,$320
1,0,1,0,20 October 2021,Wednesday,3,$60.00,$180
1,1,1,0,20 October 2021,Wednesday,5,$100.00,$500
1,1,1,0,20 October 2021,Wednesday,4,$80.00,$320
1,1,1,0,03 November 2021,Wednesday,4,$80.00,$320
1,0,1,0,03 November 2021,Wednesday,4,$80.00,$320
1,1,1,0,06 November 2019,Wednesday,5,$100.00,$500
1,1,1,0,06 May 2020,Wednesday,1,$20.00,$20
1,1,1,0,06 May 2020,Wednesday,4,$80.00,$320
1,1,0,0,28 August 2019,Wednesday,4,$10.00,$40
1,0,0,0,28 August 2019,Wednesday,5,$12.50,$62.5
1,1,1,0,01 April 2020,Wednesday,1,$20.00,$20
1,1,1,0,17 July 2019,Wednesday,1,$20.00,$20
1,1,0,0,17 July 2019,Wednesday,2,$5.00,$10
1,0,0,0,17 July 2019,Wednesday,3,$7.50,$22.5
1,1,1,0,17 July 2019,Wednesday,4,$80.00,$320
1,1,0,0,11 November 2020,Wednesday,1,$2.50,$2.5
1,0,1,0,11 November 2020,Wednesday,2,$40.00,$80
1,1,0,0,23 September 2020,Wednesday,5,$12.50,$62.5
1,1,1,0,07 October 2020,Wednesday,3,$60.00,$180
1,0,1,0,10 February 2021,Wednesday,4,$80.00,$320
1,0,0,0,10 February 2021,Wednesday,5,$12.50,$62.5
1,1,1,0,29 April 2020,Wednesday,5,$100.00,$500
1,0,0,0,05 August 2020,Wednesday,2,$5.00,$10
1,1,1,0,05 August 2020,Wednesday,5,$100.00,$500
1,1,1,0,05 August 2020,Wednesday,5,$100.00,$500
1,1,1,0,05 August 2020,Wednesday,5,$100.00,$500
1,0,0,0,05 August 2020,Wednesday,5,$12.50,$62.5
1,1,1,0,05 August 2020,Wednesday,2,$40.00,$80
1,1,0,0,09 December 2020,Wednesday,5,$12.50,$62.5
1,1,1,0,09 December 2020,Wednesday,3,$60.00,$180
1,1,0,0,13 October 2021,Wednesday,5,$12.50,$62.5
1,1,1,0,20 January 2021,Wednesday,3,$60.00,$180
1,1,1,0,20 January 2021,Wednesday,4,$80.00,$320
1,1,1,0,20 January 2021,Wednesday,1,$20.00,$20
1,0,1,0,20 January 2021,Wednesday,4,$80.00,$320
1,1,0,0,20 January 2021,Wednesday,4,$10.00,$40
1,0,1,0,20 January 2021,Wednesday,5,$100.00,$500
1,1,1,0,20 January 2021,Wednesday,1,$20.00,$20
1,0,1,0,20 January 2021,Wednesday,5,$100.00,$500
1,0,1,0,25 March 2020,Wednesday,3,$60.00,$180
1,0,1,0,14 October 2020,Wednesday,5,$100.00,$500
1,0,0,0,14 October 2020,Wednesday,4,$10.00,$40
1,1,0,0,21 August 2019,Wednesday,1,$2.50,$2.5
1,0,0,0,21 August 2019,Wednesday,1,$2.50,$2.5
1,0,0,0,21 August 2019,Wednesday,5,$12.50,$62.5
1,1,1,0,21 August 2019,Wednesday,3,$60.00,$180
1,0,0,0,21 August 2019,Wednesday,3,$7.50,$22.5
1,0,1,0,21 August 2019,Wednesday,3,$60.00,$180
1,0,1,0,21 August 2019,Wednesday,1,$20.00,$20
1,1,0,0,21 August 2019,Wednesday,3,$7.50,$22.5
1,0,1,0,25 March 2020,Wednesday,2,$40.00,$80
1,0,1,0,25 March 2020,Wednesday,3,$60.00,$180
1,0,0,0,18 November 2020,Wednesday,3,$7.50,$22.5
1,0,1,0,22 December 2020,Tuesday,4,$80.00,$320
1,0,1,0,22 December 2020,Tuesday,1,$20.00,$20
1,0,1,0,22 December 2020,Tuesday,5,$100.00,$500
1,1,1,0,02 November 2021,Tuesday,3,$60.00,$180
1,1,1,0,02 November 2021,Tuesday,4,$80.00,$320
1,0,0,0,02 November 2021,Tuesday,5,$12.50,$62.5
1,0,1,0,02 November 2021,Tuesday,2,$40.00,$80
1,1,1,0,02 November 2021,Tuesday,4,$80.00,$320
1,1,0,0,27 August 2019,Tuesday,1,$2.50,$2.5
1,0,0,0,19 November 2019,Tuesday,2,$5.00,$10
1,1,1,0,16 March 2021,Tuesday,5,$100.00,$500
1,0,1,0,16 March 2021,Tuesday,1,$20.00,$20
1,0,0,0,16 March 2021,Tuesday,4,$10.00,$40
1,0,1,0,16 March 2021,Tuesday,3,$60.00,$180
1,0,1,0,16 March 2021,Tuesday,2,$40.00,$80
1,1,1,0,10 March 2020,Tuesday,5,$100.00,$500
1,1,1,0,10 March 2020,Tuesday,5,$100.00,$500
1,0,1,0,01 October 2019,Tuesday,1,$20.00,$20
1,0,1,0,01 October 2019,Tuesday,2,$40.00,$80
1,0,1,0,23 July 2019,Tuesday,2,$40.00,$80
1,0,0,0,23 July 2019,Tuesday,5,$12.50,$62.5
1,1,1,0,06 April 2021,Tuesday,1,$20.00,$20
1,1,1,0,06 April 2021,Tuesday,4,$80.00,$320
1,0,0,0,06 April 2021,Tuesday,3,$7.50,$22.5
1,1,1,0,06 April 2021,Tuesday,3,$60.00,$180
1,1,0,0,24 November 2020,Tuesday,2,$5.00,$10
